50,-24.80134015
48,-22.16579292
43,49.20442753
50,-9.167958656
50,-11.05557033
43,37.08600602
48,-7.448319394
50,86.15200274
43,58.96098686
43,334.4294004
12,83.30241187
48,-39.93384282
48,25.73507574
48,42.50915751
43,31.92102009
10,-8.480086697
17,-44.3536462
48,-11.07592299
50,24.8729352
50,56.40863745
10,29.03686088
50,9.746262785
50,26.50566941
50,27.15765908
12,-29.14465229
43,56.53262253
12,31.51650619
5,-45.68400771
12,29.86168741
-50,-13.93775372
5,38.09685066
12,-1.824104235
-26,-9.661311333
50,38.00942612
19,36.73890609
50,22.78697887
50,32.8460587
50,73.87519129
43,34.15418994
12,57.71428571
48,-41.74894217
50,71.05045492
50,17.33697774
43,12.07100592
43,16.05249874
50,-10.87493385
19,52.8207608
5,1.303441084
12,29.85882353
10,65.55088215
12,17.05649718
43,13.28976035
-12,-20.62638406
5,68.45972186
43,18.10199257
43,26.32938317
43,24.9430471
12,28.11256814
43,54.49355665
50,-8.00741369
48,-1.619017533
43,9.453073163
50,16.9372313
43,-15.30632218
12,5.842191016
5,80.03220612
-12,4.388560158
12,35.13214641
43,-13.1051565
-12,-39.90077959
48,66.02733158
43,88.65384615
12,3.516204194
19,3.6654516
43,-18.69522882
43,37.08307111
10,-23.80630631
43,36.70393777
43,-5.921938089
48,-3.212096445
43,40.49491212
12,105.6207446
43,15.39984911
5,-37.01423236
43,-3.862660944
48,7.491856678
43,10.93860268
48,38.84714076
10,-7.005494505
50,-5.010355265
12,188.3580317
-19,9.54738331
48,42.380085
-19,43.58974359
43,71.05938181
50,23.36716107
19,6.863009997
43,-3.950499762
19,24.84119782
50,37.34247334
12,33.31199317
19,20.80861349
17,-12.85795293
50,-8.631747728
12,11.78526841
19,-17.32109665
48,-9.188608275
